llm_model,temperature,system_prompt,user_prompt,score
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 97,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 98,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 99,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 100,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 101,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 102,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 103,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 104,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 105,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 106,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 107,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 108,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 109,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 110,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 111,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 112,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 113,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 114,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 115,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 116,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 117,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 118,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 119,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 120,
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 0,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 1,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 2,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 3,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 4,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 5,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 6,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 7,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 8,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 9,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 10,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 11,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 12,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 13,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 14,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 15,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 16,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 17,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 18,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_13.txt,send_email.txt - 19,2
