llm_model,temperature,system_prompt,user_prompt,score
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 89,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 90,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 91,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 92,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 93,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 94,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 95,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 96,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 97,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 98,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 99,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 100,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 101,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 102,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 103,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 104,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 105,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 106,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 107,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 108,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 109,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 110,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 111,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 112,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 113,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 114,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 115,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 116,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 117,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 118,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 119,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 120,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 121,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 122,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 123,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 124,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 125,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 126,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 127,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 128,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 129,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 0,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 1,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 2,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 3,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 4,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 5,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 6,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 7,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 8,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 9,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 10,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 11,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 12,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 13,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 14,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 15,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 16,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 17,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 18,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,SEND_EMAIL.txt - 19,3
